WBANNO,LST_DATE,CRX_VN,LONGITUDE,LATITUDE,T_DAILY_MAX,T_DAILY_MIN,T_DAILY_MEAN,T_DAILY_AVG,P_DAILY_CALC,SOLARAD_DAILY,SUR_TEMP_DAILY_TYPE,SUR_TEMP_DAILY_MAX,SUR_TEMP_DAILY_MIN,SUR_TEMP_DAILY_AVG,RH_DAILY_MAX,RH_DAILY_MIN,RH_DAILY_AVG,SOIL_MOISTURE_5_DAILY,SOIL_MOISTURE_10_DAILY,SOIL_MOISTURE_20_DAILY,SOIL_MOISTURE_50_DAILY,SOIL_MOISTURE_100_DAILY,SOIL_TEMP_5_DAILY,SOIL_TEMP_10_DAILY,SOIL_TEMP_20_DAILY,SOIL_TEMP_50_DAILY,SOIL_TEMP_100_DAILY,site,year
63869,2012-04-04,2.402,-87.88,30.55,22.8,13.3,18.1,18.7,7.5,7.04,R,23.9,12.7,18.3,98.0,64.7,86.2,0.203,0.136,0.11,0.096,0.135,20.8,21.1,20.9,20.8,20.0,AL_Fairhope_3_NE,2012
63869,2012-04-05,2.402,-87.88,30.55,24.5,12.7,18.6,19.2,1.4,16.85,R,30.5,12.6,19.7,97.8,63.3,87.5,0.195,0.132,0.111,0.1,0.134,20.4,20.5,20.4,20.4,20.0,AL_Fairhope_3_NE,2012
63869,2012-04-06,2.402,-87.88,30.55,22.9,12.3,17.6,17.6,0.0,25.69,R,31.0,11.0,18.8,97.0,55.6,73.0,0.182,0.121,0.108,0.1,0.133,20.2,20.4,20.3,20.3,19.9,AL_Fairhope_3_NE,2012
63869,2012-04-07,2.402,-87.88,30.55,23.4,8.4,15.9,16.7,0.0,25.28,R,33.2,7.2,18.0,97.7,48.8,75.3,0.1669999999999999,0.1119999999999999,0.105,0.098,0.132,19.9,20.2,20.1,20.2,19.9,AL_Fairhope_3_NE,2012
63869,2012-04-08,2.402,-87.88,30.55,24.6,7.1,15.8,17.0,0.0,25.61,R,33.4,6.1,18.3,98.0,37.2,68.4,0.152,0.106,0.102,0.096,0.132,19.2,19.6,19.6,19.9,19.8,AL_Fairhope_3_NE,2012
63869,2012-04-09,2.402,-87.88,30.55,26.8,12.7,19.7,19.6,0.0,24.27,R,34.1,10.7,20.9,97.2,34.2,70.7,0.134,0.1,0.098,0.094,0.132,19.9,20.0,19.8,19.8,19.6,AL_Fairhope_3_NE,2012
63869,2012-04-10,2.402,-87.88,30.55,26.4,8.2,17.3,18.4,0.0,25.71,R,34.3,7.1,19.5,97.7,38.0,69.7,0.118,0.095,0.094,0.093,0.132,19.7,19.9,19.8,19.8,19.6,AL_Fairhope_3_NE,2012
63869,2012-04-11,2.402,-87.88,30.55,25.5,12.6,19.0,19.4,0.0,19.79,R,35.0,11.1,20.1,97.8,43.4,66.2,0.104,0.09,0.09,0.091,0.131,19.9,20.1,19.9,19.9,19.6,AL_Fairhope_3_NE,2012
63869,2012-04-12,2.402,-87.88,30.55,22.2,10.5,16.4,16.0,0.0,25.1,R,32.0,9.0,17.7,94.3,30.8,55.0,0.093,0.086,0.086,0.089,0.13,19.6,19.8,19.7,19.8,19.6,AL_Fairhope_3_NE,2012
63869,2012-04-13,2.402,-87.88,30.55,24.3,7.7,16.0,16.5,0.0,25.65,R,33.6,6.8,18.2,97.3,42.2,73.7,0.083,0.0819999999999999,0.081,0.087,0.129,19.4,19.6,19.5,19.7,19.6,AL_Fairhope_3_NE,2012
63869,2012-04-14,2.402,-87.88,30.55,26.2,8.2,17.2,19.3,0.0,22.97,R,33.6,7.2,20.2,97.7,60.6,78.8,0.075,0.078,0.077,0.086,0.128,19.6,19.7,19.5,19.6,19.5,AL_Fairhope_3_NE,2012
63869,2012-04-15,2.402,-87.88,30.55,28.2,19.8,24.0,23.6,1.0,20.55,R,35.8,19.1,24.8,92.9,57.1,79.9,0.07,0.074,0.073,0.084,0.127,21.1,20.9,20.4,19.9,19.5,AL_Fairhope_3_NE,2012
63869,2012-04-16,2.402,-87.88,30.55,27.8,19.3,23.6,23.6,0.2,19.53,R,34.4,17.1,24.5,96.6,53.2,78.6,0.066,0.072,0.069,0.0819999999999999,0.126,21.8,21.7,21.1,20.4,19.7,AL_Fairhope_3_NE,2012
63869,2012-04-17,2.402,-87.88,30.55,27.0,18.1,22.5,21.4,26.6,15.91,R,34.7,16.2,22.5,97.6,50.6,83.0,0.086,0.1,0.072,0.081,0.124,21.6,21.6,21.2,20.7,19.9,AL_Fairhope_3_NE,2012
63869,2012-04-18,2.402,-87.88,30.55,21.2,14.6,17.9,17.7,0.4,12.17,R,26.1,13.4,18.7,96.1,71.8,87.0,0.19,0.166,0.1169999999999999,0.083,0.123,20.7,21.0,20.9,20.7,20.1,AL_Fairhope_3_NE,2012
63869,2012-04-19,2.402,-87.88,30.55,25.2,13.0,19.1,19.1,0.0,23.09,R,35.2,12.4,20.6,97.4,52.5,81.3,0.178,0.126,0.113,0.087,0.122,20.7,20.8,20.6,20.5,20.1,AL_Fairhope_3_NE,2012
63869,2012-04-20,2.402,-87.88,30.55,25.5,11.8,18.7,18.8,0.0,25.41,R,35.2,11.4,20.4,97.2,48.2,78.9,0.166,0.1119999999999999,0.108,0.088,0.121,20.8,21.0,20.7,20.5,20.1,AL_Fairhope_3_NE,2012
63869,2012-04-21,2.402,-87.88,30.55,21.9,11.1,16.5,17.2,0.0,7.3,R,24.3,10.3,17.6,97.8,67.2,83.7,0.159,0.105,0.105,0.088,0.12,19.8,20.2,20.2,20.4,20.1,AL_Fairhope_3_NE,2012
63869,2012-04-22,2.402,-87.88,30.55,23.7,9.8,16.8,17.3,0.0,27.94,R,33.1,9.1,19.1,84.6,33.1,53.6,0.148,0.1009999999999999,0.1009999999999999,0.087,0.119,19.6,19.9,19.9,20.1,20.0,AL_Fairhope_3_NE,2012
63869,2012-04-23,2.402,-87.88,30.55,19.8,6.6,13.2,14.8,0.0,28.33,R,29.9,4.1,16.3,75.4,24.7,47.0,0.132,0.094,0.0969999999999999,0.085,0.118,19.2,19.6,19.6,19.9,19.9,AL_Fairhope_3_NE,2012
63869,2012-04-24,2.402,-87.88,30.55,21.2,1.6,11.4,13.6,0.0,28.22,R,32.3,-0.1,15.4,96.0,28.5,60.8,0.119,0.089,0.093,0.085,0.1169999999999999,18.3,18.7,18.8,19.5,19.7,AL_Fairhope_3_NE,2012
63869,2012-04-25,2.402,-87.88,30.55,24.0,16.1,20.0,20.1,0.0,27.38,R,33.3,13.3,21.9,83.0,42.5,66.1,0.105,0.085,0.088,0.083,0.1159999999999999,19.6,19.6,19.3,19.4,19.5,AL_Fairhope_3_NE,2012
63869,2012-04-26,2.402,-87.88,30.55,25.7,19.0,22.3,21.8,0.0,26.43,R,35.2,17.5,23.5,89.7,61.9,77.6,0.094,0.081,0.084,0.081,0.1159999999999999,20.8,20.7,20.2,19.8,19.6,AL_Fairhope_3_NE,2012
63869,2012-04-27,2.402,-87.88,30.55,26.2,13.3,19.7,20.7,0.0,24.1,R,36.6,12.0,21.9,97.7,55.6,79.3,0.085,0.077,0.08,0.08,0.115,21.1,21.1,20.6,20.3,19.7,AL_Fairhope_3_NE,2012
63869,2012-04-28,2.402,-87.88,30.55,26.7,12.1,19.4,20.1,0.0,24.32,R,36.6,11.3,21.3,100.0,50.6,80.1,0.076,0.071,0.075,0.079,0.114,21.0,21.0,20.7,20.4,19.9,AL_Fairhope_3_NE,2012
63869,2012-04-29,2.402,-87.88,30.55,27.7,11.1,19.4,20.2,0.0,27.71,R,37.8,10.8,22.3,100.0,52.0,82.0,0.069,0.065,0.069,0.077,0.113,21.3,21.3,20.8,20.5,20.0,AL_Fairhope_3_NE,2012
63869,2012-04-30,2.402,-87.88,30.55,29.5,12.3,20.9,21.8,0.0,26.54,R,40.1,11.8,24.1,100.0,47.4,81.0,0.063,0.06,0.063,0.074,0.111,21.7,21.7,21.2,20.7,20.1,AL_Fairhope_3_NE,2012
63869,2012-05-01,2.402,-87.88,30.55,29.4,15.2,22.3,22.9,0.0,25.8,R,38.6,14.8,24.4,100.0,47.8,78.8,0.06,0.054,0.057,0.072,0.11,22.3,22.2,21.6,21.0,20.3,AL_Fairhope_3_NE,2012
63869,2012-05-02,2.402,-87.88,30.55,26.1,17.7,21.9,22.1,147.1,4.48,R,28.7,16.8,22.2,97.2,75.3,91.3,0.123,0.1169999999999999,0.104,0.1,0.114,21.8,22.0,21.7,21.3,20.5,AL_Fairhope_3_NE,2012
63869,2012-05-03,2.402,-87.88,30.55,28.2,19.2,23.7,23.6,5.3,19.63,R,34.5,18.6,24.6,97.5,65.7,85.1,0.222,0.179,0.196,0.1689999999999999,0.175,22.7,22.6,22.1,21.6,20.9,AL_Fairhope_3_NE,2012
63869,2012-05-04,2.402,-87.88,30.55,27.8,17.8,22.8,22.5,8.8,14.09,R,37.5,17.5,23.3,100.0,71.3,90.3,0.205,0.152,0.17,0.14,0.1669999999999999,22.8,22.9,22.5,21.9,21.1,AL_Fairhope_3_NE,2012
63869,2012-05-05,2.402,-87.88,30.55,29.4,18.3,23.9,23.1,0.0,19.65,R,38.3,18.1,24.6,100.0,59.7,87.7,0.1989999999999999,0.144,0.165,0.1369999999999999,0.165,23.2,23.2,22.7,22.1,21.2,AL_Fairhope_3_NE,2012
63869,2012-05-06,2.402,-87.88,30.55,29.4,17.1,23.3,22.1,4.4,22.47,R,39.0,16.8,24.1,99.7,62.5,85.5,0.192,0.133,0.155,0.13,0.162,23.4,23.5,23.0,22.4,21.4,AL_Fairhope_3_NE,2012
63869,2012-05-07,2.402,-87.88,30.55,28.6,16.1,22.4,22.9,0.0,23.15,R,35.8,16.3,24.3,97.6,58.4,83.9,0.19,0.13,0.15,0.126,0.159,23.4,23.5,23.0,22.5,21.5,AL_Fairhope_3_NE,2012
63869,2012-05-08,2.402,-87.88,30.55,29.4,17.6,23.5,23.5,0.0,24.83,R,37.7,17.6,25.1,97.8,53.2,82.0,0.184,0.123,0.143,0.122,0.157,23.9,23.9,23.3,22.7,21.7,AL_Fairhope_3_NE,2012
63869,2012-05-09,2.402,-87.88,30.55,27.1,14.6,20.9,22.3,0.3,21.27,R,35.3,13.2,23.6,97.4,60.9,79.4,0.179,0.118,0.135,0.118,0.155,23.7,23.8,23.4,22.8,21.8,AL_Fairhope_3_NE,2012
63869,2012-05-10,2.402,-87.88,30.55,26.4,10.7,18.5,19.1,0.0,29.03,R,34.2,10.0,20.9,97.8,33.4,67.5,0.173,0.114,0.129,0.115,0.153,22.7,23.1,22.8,22.7,21.9,AL_Fairhope_3_NE,2012
63869,2012-05-11,2.402,-87.88,30.55,26.2,10.3,18.2,20.2,0.0,20.35,R,30.7,9.8,20.8,96.7,39.3,64.8,0.1669999999999999,0.11,0.123,0.111,0.151,22.0,22.3,22.2,22.4,21.9,AL_Fairhope_3_NE,2012
63869,2012-05-12,2.402,-87.88,30.55,26.8,16.8,21.8,22.8,0.0,12.81,R,32.7,16.3,23.3,91.6,66.8,80.3,0.163,0.107,0.119,0.109,0.15,22.5,22.6,22.3,22.2,21.7,AL_Fairhope_3_NE,2012
63869,2012-05-13,2.402,-87.88,30.55,27.8,20.1,23.9,24.1,5.7,25.19,R,33.7,19.2,25.0,97.5,57.7,76.0,0.168,0.109,0.118,0.107,0.148,23.5,23.5,22.9,22.4,21.7,AL_Fairhope_3_NE,2012
63869,2012-05-14,2.402,-87.88,30.55,27.1,15.5,21.3,22.1,0.0,27.57,R,35.1,14.8,24.0,97.2,57.9,79.3,0.162,0.105,0.115,0.105,0.147,23.5,23.6,23.1,22.7,21.8,AL_Fairhope_3_NE,2012
63869,2012-05-15,2.402,-87.88,30.55,29.0,18.0,23.5,23.2,0.0,25.0,R,35.5,17.8,24.8,96.6,44.1,73.5,0.156,0.1,0.1119999999999999,0.102,0.145,23.7,23.8,23.3,22.8,21.9,AL_Fairhope_3_NE,2012
63869,2012-05-16,2.402,-87.88,30.55,29.6,15.1,22.3,22.8,0.0,26.28,R,36.7,14.3,23.7,96.1,34.6,68.8,0.148,0.095,0.108,0.1,0.144,23.6,23.8,23.3,22.9,22.0,AL_Fairhope_3_NE,2012
63869,2012-05-17,2.402,-87.88,30.55,29.5,13.1,21.3,22.5,0.0,21.46,R,36.6,12.4,23.2,96.4,36.6,69.4,0.141,0.09,0.104,0.0969999999999999,0.142,23.0,23.3,23.0,22.8,22.1,AL_Fairhope_3_NE,2012
63869,2012-05-18,2.402,-87.88,30.55,30.1,13.3,21.7,22.7,0.2,23.76,R,36.7,13.5,23.7,97.6,38.7,71.4,0.136,0.085,0.1,0.095,0.141,23.2,23.4,23.0,22.7,22.1,AL_Fairhope_3_NE,2012
63869,2012-05-19,2.402,-87.88,30.55,29.7,15.4,22.5,22.6,0.0,27.02,R,36.5,14.8,23.6,97.0,35.4,72.7,0.129,0.079,0.096,0.092,0.139,23.6,23.7,23.2,22.8,22.1,AL_Fairhope_3_NE,2012
63869,2012-05-20,2.402,-87.88,30.55,31.3,13.8,22.5,23.2,0.0,28.99,R,36.8,12.7,23.8,97.5,23.6,63.6,0.122,0.072,0.092,0.088,0.1369999999999999,23.4,23.6,23.2,22.9,22.1,AL_Fairhope_3_NE,2012
63869,2012-05-21,2.402,-87.88,30.55,31.4,15.1,23.3,22.9,0.4,23.88,R,37.5,14.4,24.0,97.4,41.3,73.3,0.115,0.065,0.087,0.085,0.136,23.6,23.7,23.3,22.9,22.2,AL_Fairhope_3_NE,2012
63869,2012-05-22,2.402,-87.88,30.55,30.3,16.3,23.3,23.2,0.0,28.11,R,36.6,15.4,24.6,97.6,36.6,76.3,0.11,0.059,0.083,0.0819999999999999,0.134,23.9,24.0,23.5,23.0,22.2,AL_Fairhope_3_NE,2012
63869,2012-05-23,2.402,-87.88,30.55,30.1,15.9,23.0,23.9,0.0,22.18,R,37.3,15.2,24.8,97.6,49.3,79.0,0.106,0.054,0.079,0.08,0.132,24.0,24.1,23.6,23.1,22.3,AL_Fairhope_3_NE,2012
63869,2012-05-24,2.402,-87.88,30.55,30.6,16.4,23.5,24.2,0.0,27.64,R,37.4,15.6,25.2,97.5,44.8,76.6,0.102,0.05,0.075,0.078,0.129,24.4,24.4,23.8,23.3,22.4,AL_Fairhope_3_NE,2012
63869,2012-05-25,2.402,-87.88,30.55,32.6,14.0,23.3,23.8,0.0,27.58,R,37.3,13.6,24.8,97.7,34.3,75.4,0.099,0.047,0.07,0.074,0.127,24.3,24.4,23.8,23.4,22.5,AL_Fairhope_3_NE,2012
63869,2012-05-26,2.402,-87.88,30.55,33.3,17.1,25.2,25.8,0.0,21.37,R,38.8,16.6,26.3,97.1,40.7,72.9,0.096,0.043,0.066,0.071,0.124,24.6,24.7,24.1,23.5,22.6,AL_Fairhope_3_NE,2012
63869,2012-05-27,2.402,-87.88,30.55,34.4,19.0,26.7,26.8,0.0,21.83,R,39.3,18.3,27.3,97.3,41.0,71.0,0.093,0.04,0.062,0.067,0.122,25.0,25.0,24.3,23.6,22.7,AL_Fairhope_3_NE,2012
63869,2012-05-28,2.402,-87.88,30.55,34.1,18.5,26.3,27.5,0.0,27.86,R,39.8,17.9,28.2,97.4,34.1,67.6,0.09,0.038,0.0579999999999999,0.063,0.119,25.5,25.4,24.7,23.9,22.8,AL_Fairhope_3_NE,2012
63869,2012-05-29,2.402,-87.88,30.55,33.4,19.6,26.5,25.9,2.1,22.71,R,38.6,19.2,26.8,97.3,47.4,77.2,0.089,0.035,0.055,0.059,0.1159999999999999,24.6,24.6,23.9,23.1,22.1,AL_Fairhope_3_NE,2012
63869,2012-05-30,2.402,-87.88,30.55,32.4,21.5,26.9,27.6,0.0,22.65,R,37.1,20.9,28.0,93.8,51.3,69.5,0.09,0.034,0.053,0.057,0.113,25.9,25.9,25.1,24.3,23.2,AL_Fairhope_3_NE,2012
63869,2012-05-31,2.402,-87.88,30.55,31.3,19.4,25.3,24.9,17.9,25.2,R,36.7,19.1,26.0,96.5,53.6,77.4,0.099,0.048,0.053,0.055,0.111,25.8,25.8,25.2,24.5,23.3,AL_Fairhope_3_NE,2012
63869,2012-06-01,2.402,-87.88,30.55,29.8,19.0,24.4,23.9,14.8,23.35,R,34.3,16.9,24.4,96.3,46.1,76.0,0.174,0.134,0.106,0.054,0.109,25.0,25.2,24.8,24.4,23.4,AL_Fairhope_3_NE,2012
63869,2012-06-02,2.402,-87.88,30.55,29.1,14.5,21.8,22.1,0.0,28.67,R,33.4,13.5,23.3,96.8,42.7,68.4,0.1689999999999999,0.108,0.111,0.054,0.107,24.5,24.9,24.5,24.3,23.4,AL_Fairhope_3_NE,2012
63869,2012-06-03,2.402,-87.88,30.55,30.5,16.7,23.6,24.5,0.0,28.68,R,35.4,16.1,25.4,96.1,40.8,76.4,0.16,0.094,0.105,0.055,0.105,24.8,25.0,24.5,24.2,23.4,AL_Fairhope_3_NE,2012
63869,2012-06-04,2.402,-87.88,30.55,31.8,24.5,28.1,27.4,0.0,26.53,R,37.8,23.2,28.4,87.8,49.0,74.5,0.151,0.084,0.099,0.055,0.104,25.7,25.8,25.0,24.4,23.4,AL_Fairhope_3_NE,2012
63869,2012-06-05,2.402,-87.88,30.55,31.3,20.8,26.1,26.2,38.3,24.87,R,36.9,20.8,27.3,96.9,60.0,81.4,0.1669999999999999,0.118,0.118,0.055,0.102,25.9,26.1,25.5,24.8,23.5,AL_Fairhope_3_NE,2012
63869,2012-06-06,2.402,-87.88,30.55,32.1,21.9,27.0,26.3,6.3,26.11,R,36.2,21.6,27.6,97.1,52.6,82.1,0.2019999999999999,0.156,0.155,0.073,0.1009999999999999,26.1,26.1,25.4,24.8,23.7,AL_Fairhope_3_NE,2012
63869,2012-06-07,2.402,-87.88,30.55,31.4,21.3,26.3,25.3,6.2,21.92,R,36.3,21.0,26.4,96.1,57.6,83.7,0.196,0.14,0.145,0.086,0.1009999999999999,26.4,26.5,25.8,25.1,23.9,AL_Fairhope_3_NE,2012
63869,2012-06-08,2.402,-87.88,30.55,28.7,22.0,25.4,24.1,11.5,14.54,R,33.3,21.9,24.6,94.8,64.4,85.5,0.196,0.139,0.144,0.088,0.1,25.9,26.1,25.7,25.2,24.0,AL_Fairhope_3_NE,2012
63869,2012-06-09,2.402,-87.88,30.55,23.0,21.4,22.2,22.3,77.1,2.87,R,23.4,21.3,22.4,96.8,88.1,93.9,0.246,0.223,0.198,0.153,0.12,24.3,24.8,24.9,25.0,24.1,AL_Fairhope_3_NE,2012
63869,2012-06-10,2.402,-87.88,30.55,27.5,21.5,24.5,23.0,75.2,3.06,R,28.7,21.3,22.9,96.4,84.6,92.7,0.247,0.216,0.201,0.178,0.173,23.8,24.1,24.1,24.4,24.1,AL_Fairhope_3_NE,2012
63869,2012-06-11,2.402,-87.88,30.55,29.9,20.8,25.4,26.4,14.9,18.99,R,33.5,21.0,26.8,96.8,76.1,87.1,0.222,0.176,0.178,0.158,0.183,24.9,24.9,24.4,24.3,23.9,AL_Fairhope_3_NE,2012
63869,2012-06-12,2.402,-87.88,30.55,29.4,19.9,24.7,24.5,0.3,16.83,R,32.1,19.6,24.8,96.0,59.4,80.2,0.209,0.154,0.163,0.143,0.178,25.2,25.4,25.0,24.6,23.9,AL_Fairhope_3_NE,2012
63869,2012-06-13,2.402,-87.88,30.55,28.0,20.6,24.3,24.2,1.3,15.87,R,33.5,20.4,24.7,96.2,66.9,84.2,0.1989999999999999,0.14,0.153,0.133,0.171,25.4,25.5,25.1,24.7,24.0,AL_Fairhope_3_NE,2012
63869,2012-06-14,2.402,-87.88,30.55,32.2,19.9,26.1,25.6,0.7,24.47,R,36.8,19.7,26.6,97.2,48.4,76.7,0.193,0.131,0.146,0.127,0.166,25.8,25.9,25.3,24.8,24.1,AL_Fairhope_3_NE,2012
63869,2012-06-15,2.402,-87.88,30.55,29.1,19.6,24.3,23.0,0.9,14.28,R,34.5,19.2,23.5,96.4,63.2,86.0,0.188,0.126,0.141,0.122,0.161,25.5,25.7,25.4,25.0,24.1,AL_Fairhope_3_NE,2012
63869,2012-06-16,2.402,-87.88,30.55,29.6,17.5,23.5,23.5,0.0,21.9,R,33.2,17.1,23.7,96.3,41.4,72.5,0.185,0.121,0.136,0.118,0.158,25.3,25.6,25.2,24.9,24.1,AL_Fairhope_3_NE,2012
63869,2012-06-17,2.402,-87.88,30.55,29.9,17.4,23.7,24.0,0.0,25.3,R,33.9,17.0,24.4,96.2,55.6,77.5,0.179,0.115,0.131,0.113,0.155,25.1,25.4,25.0,24.8,24.1,AL_Fairhope_3_NE,2012
63869,2012-06-18,2.402,-87.88,30.55,30.5,18.2,24.4,24.5,0.0,27.36,R,34.9,17.9,25.0,97.1,46.7,75.3,0.173,0.111,0.125,0.11,0.152,25.2,25.5,25.0,24.8,24.1,AL_Fairhope_3_NE,2012
63869,2012-06-19,2.402,-87.88,30.55,30.9,17.1,24.0,24.8,0.0,26.3,R,34.4,16.7,25.1,97.3,47.6,74.0,0.1669999999999999,0.106,0.12,0.107,0.15,25.2,25.5,25.0,24.8,24.1,AL_Fairhope_3_NE,2012
63869,2012-06-20,2.402,-87.88,30.55,30.4,17.4,23.9,24.2,0.0,25.38,R,34.7,17.1,24.6,97.3,51.2,76.8,0.161,0.1009999999999999,0.1159999999999999,0.103,0.148,25.3,25.6,25.1,24.8,24.1,AL_Fairhope_3_NE,2012
63869,2012-06-21,2.402,-87.88,30.55,31.5,18.0,24.7,25.5,0.0,25.92,R,35.6,17.3,26.1,96.0,42.2,71.6,0.154,0.095,0.1119999999999999,0.1,0.146,25.5,25.7,25.2,24.9,24.1,AL_Fairhope_3_NE,2012
63869,2012-06-22,2.402,-87.88,30.55,32.7,21.2,26.9,26.5,0.0,23.28,R,35.8,20.7,27.0,95.9,47.9,76.6,0.146,0.09,0.108,0.0969999999999999,0.144,26.0,26.2,25.5,25.1,24.2,AL_Fairhope_3_NE,2012
63869,2012-06-23,2.402,-87.88,30.55,31.8,21.9,26.8,26.6,0.0,21.62,R,36.0,21.3,27.3,96.5,56.9,78.6,0.139,0.088,0.105,0.094,0.143,26.3,26.4,25.8,25.2,24.3,AL_Fairhope_3_NE,2012
63869,2012-06-24,2.402,-87.88,30.55,30.6,23.2,26.9,26.6,0.0,19.38,R,33.5,22.6,26.9,90.2,57.7,73.1,0.1369999999999999,0.087,0.103,0.093,0.141,26.1,26.3,25.8,25.4,24.4,AL_Fairhope_3_NE,2012
63869,2012-06-25,2.402,-87.88,30.55,33.7,22.3,28.0,27.5,0.0,28.67,R,36.6,21.5,27.9,87.5,41.2,64.6,0.134,0.084,0.1,0.091,0.14,26.4,26.5,26.0,25.5,24.6,AL_Fairhope_3_NE,2012
63869,2012-06-26,2.402,-87.88,30.55,34.6,21.9,28.2,28.0,0.0,26.91,R,37.8,21.2,28.5,95.2,41.5,68.1,0.129,0.08,0.0969999999999999,0.089,0.138,26.8,26.9,26.3,25.6,24.6,AL_Fairhope_3_NE,2012
63869,2012-06-27,2.402,-87.88,30.55,31.7,18.1,24.9,25.7,0.0,28.47,R,35.9,17.5,26.3,96.8,34.4,69.4,0.122,0.076,0.093,0.087,0.136,26.9,27.1,26.5,25.9,24.7,AL_Fairhope_3_NE,2012
63869,2012-06-28,2.402,-87.88,30.55,31.9,16.7,24.3,25.0,0.0,28.46,R,35.7,16.0,25.6,95.3,39.0,68.2,0.1159999999999999,0.07,0.089,0.084,0.134,26.5,26.8,26.3,25.9,24.9,AL_Fairhope_3_NE,2012
63869,2012-06-29,2.402,-87.88,30.55,33.0,20.2,26.6,27.5,0.0,26.04,R,37.5,19.1,28.3,93.9,53.2,78.2,0.11,0.065,0.086,0.0819999999999999,0.132,27.1,27.2,26.5,26.0,25.0,AL_Fairhope_3_NE,2012
63869,2012-06-30,2.402,-87.88,30.55,32.3,23.8,28.1,28.2,0.0,26.91,R,37.1,22.7,29.0,90.4,61.6,75.3,0.104,0.061,0.0819999999999999,0.079,0.13,27.7,27.8,27.1,26.3,25.1,AL_Fairhope_3_NE,2012
63869,2012-07-01,2.402,-87.88,30.55,33.7,21.6,27.6,28.5,0.0,26.95,R,37.6,21.6,29.3,95.6,43.7,75.8,0.0969999999999999,0.057,0.078,0.077,0.127,27.9,28.0,27.3,26.5,25.2,AL_Fairhope_3_NE,2012
63869,2012-07-02,2.402,-87.88,30.55,33.0,21.9,27.4,25.9,4.2,18.05,R,37.5,21.8,26.6,96.3,59.0,84.2,0.109,0.052,0.073,0.074,0.125,27.6,27.9,27.3,26.6,25.4,AL_Fairhope_3_NE,2012
63869,2012-07-03,2.402,-87.88,30.55,33.9,20.8,27.3,25.8,0.0,22.68,R,37.4,20.6,26.6,96.6,53.4,80.1,0.118,0.05,0.071,0.072,0.123,27.6,27.7,27.2,26.6,25.4,AL_Fairhope_3_NE,2012
63869,2012-07-04,2.402,-87.88,30.55,32.6,19.6,26.1,24.4,23.7,14.2,R,37.2,19.5,25.0,96.8,55.4,87.5,0.153,0.0969999999999999,0.0819999999999999,0.071,0.121,26.8,27.1,26.9,26.6,25.5,AL_Fairhope_3_NE,2012
63869,2012-07-05,2.402,-87.88,30.55,32.8,20.8,26.8,27.5,0.0,27.44,R,35.7,20.9,28.4,97.0,56.6,78.6,0.179,0.1159999999999999,0.108,0.072,0.119,27.3,27.5,26.9,26.4,25.4,AL_Fairhope_3_NE,2012
63869,2012-07-06,2.402,-87.88,30.55,29.3,23.2,26.2,26.1,2.5,10.9,R,33.0,22.8,26.3,94.9,68.6,83.5,0.17,0.103,0.106,0.074,0.1169999999999999,27.3,27.6,27.2,26.7,25.5,AL_Fairhope_3_NE,2012
63869,2012-07-07,2.402,-87.88,30.55,31.1,21.3,26.2,26.2,0.0,22.36,R,35.3,21.3,27.0,96.8,59.9,81.7,0.1639999999999999,0.098,0.103,0.075,0.115,27.3,27.6,27.1,26.6,25.6,AL_Fairhope_3_NE,2012
63869,2012-07-08,2.402,-87.88,30.55,31.7,21.0,26.3,26.3,0.0,17.52,R,35.2,20.9,26.8,96.5,63.0,82.0,0.153,0.091,0.1,0.075,0.114,27.2,27.5,27.0,26.7,25.6,AL_Fairhope_3_NE,2012
63869,2012-07-09,2.402,-87.88,30.55,30.4,22.9,26.7,26.0,0.0,14.59,R,35.9,22.6,26.7,96.2,64.6,83.4,0.144,0.084,0.095,0.073,0.113,27.2,27.4,27.0,26.7,25.7,AL_Fairhope_3_NE,2012
63869,2012-07-10,2.402,-87.88,30.55,29.0,20.6,24.8,23.5,16.8,9.52,R,33.0,20.4,23.8,97.1,75.4,91.8,0.18,0.125,0.1009999999999999,0.073,0.1119999999999999,26.5,26.8,26.6,26.5,25.7,AL_Fairhope_3_NE,2012
63869,2012-07-11,2.402,-87.88,30.55,31.2,20.6,25.9,25.7,0.0,24.23,R,35.8,20.8,26.5,97.0,62.6,82.3,0.184,0.124,0.111,0.075,0.111,26.8,27.0,26.5,26.3,25.6,AL_Fairhope_3_NE,2012
63869,2012-07-12,2.402,-87.88,30.55,31.1,21.2,26.2,25.3,0.0,19.45,R,35.3,20.6,25.9,95.3,64.1,83.0,0.1689999999999999,0.106,0.108,0.076,0.11,27.0,27.3,26.9,26.5,25.6,AL_Fairhope_3_NE,2012
63869,2012-07-13,2.402,-87.88,30.55,31.1,20.7,25.9,25.4,8.1,22.64,R,36.5,20.3,26.4,95.9,56.6,83.5,0.163,0.1,0.103,0.075,0.109,27.2,27.4,27.0,26.6,25.6,AL_Fairhope_3_NE,2012
63869,2012-07-14,2.402,-87.88,30.55,27.7,23.6,25.6,24.8,9.5,8.56,R,30.7,23.0,25.0,96.0,81.0,91.6,0.2019999999999999,0.139,0.113,0.075,0.108,26.8,27.1,26.8,26.6,25.6,AL_Fairhope_3_NE,2012
