Date,station,SMS-2.0in,SMS-4.0in,SMS-8.0in,SMS-20.0in,SMS-40.0in
2006-09-03,2115:AL:SCAN,6.3,8.8,12.6,25.0,5.5
2006-09-04,2115:AL:SCAN,5.5,7.9,12.2,24.9,5.6
2006-09-05,2115:AL:SCAN,4.3,6.8,11.7,24.6,5.1
2006-09-06,2115:AL:SCAN,3.7,6.8,11.9,24.1,5.5
2006-09-07,2115:AL:SCAN,3.8,6.4,11.3,23.8,4.9
2006-09-08,2115:AL:SCAN,3.6,5.9,11.3,23.5,4.8
2006-09-09,2115:AL:SCAN,2.9,5.5,10.7,23.2,4.7
2006-09-10,2115:AL:SCAN,3.3,5.5,10.6,23.0,4.5
2006-09-11,2115:AL:SCAN,2.1,5.4,10.6,22.9,4.6
2006-09-12,2115:AL:SCAN,2.3,4.8,10.0,22.4,4.4
2006-09-13,2115:AL:SCAN,5.8,4.6,9.7,22.1,3.7
2006-09-14,2115:AL:SCAN,9.9,12.3,13.0,21.9,4.0
2006-09-15,2115:AL:SCAN,7.9,10.1,12.1,21.7,3.9
2006-09-16,2115:AL:SCAN,5.8,8.5,11.5,21.5,3.9
2006-09-17,2115:AL:SCAN,4.5,7.1,11.5,21.5,3.9
2006-09-18,2115:AL:SCAN,3.8,6.0,10.8,21.3,4.2
2006-09-19,2115:AL:SCAN,15.2,17.8,15.8,27.0,29.1
2006-09-20,2115:AL:SCAN,11.0,13.2,14.4,26.4,14.7
2006-09-21,2115:AL:SCAN,8.8,11.2,13.5,26.4,8.2
2006-09-22,2115:AL:SCAN,7.7,9.7,13.1,26.2,6.6
2006-09-23,2115:AL:SCAN,8.0,9.4,12.8,25.9,5.8
2006-09-24,2115:AL:SCAN,7.0,8.8,12.8,25.7,5.5
2006-09-25,2115:AL:SCAN,6.9,8.3,12.6,25.5,5.4
2006-09-26,2115:AL:SCAN,6.4,8.2,12.2,25.2,5.6
2006-09-27,2115:AL:SCAN,5.6,7.7,12.0,24.7,4.9
2006-09-28,2115:AL:SCAN,5.1,7.0,11.9,24.5,5.0
2006-09-29,2115:AL:SCAN,,6.8,11.5,24.3,4.9
2006-09-30,2115:AL:SCAN,4.9,6.7,11.2,24.0,4.6
2006-10-01,2115:AL:SCAN,4.7,6.0,11.4,23.9,4.9
2006-10-02,2115:AL:SCAN,4.6,6.0,11.3,23.6,4.2
2006-10-03,2115:AL:SCAN,3.9,6.0,10.9,23.2,4.8
2006-10-04,2115:AL:SCAN,3.2,5.0,10.9,23.4,4.5
2006-10-05,2115:AL:SCAN,3.2,5.4,10.7,23.3,4.5
2006-10-06,2115:AL:SCAN,2.6,5.2,10.5,22.9,4.4
2006-10-07,2115:AL:SCAN,2.7,4.6,10.5,22.8,4.0
2006-10-08,2115:AL:SCAN,2.2,4.3,10.3,22.6,4.1
2006-10-09,2115:AL:SCAN,1.9,4.4,10.1,22.4,4.2
2006-10-10,2115:AL:SCAN,2.0,4.0,9.6,22.1,4.1
2006-10-11,2115:AL:SCAN,2.2,4.3,10.0,22.2,4.3
2006-10-12,2115:AL:SCAN,1.5,4.2,9.6,22.1,4.0
2006-10-13,2115:AL:SCAN,1.6,3.3,9.5,22.0,3.8
2006-10-14,2115:AL:SCAN,1.4,3.6,9.3,21.8,3.5
2006-10-15,2115:AL:SCAN,1.4,3.9,9.2,21.7,4.0
2006-10-16,2115:AL:SCAN,1.4,3.3,9.1,21.5,4.0
2006-10-17,2115:AL:SCAN,1.4,2.8,9.0,21.7,3.6
2006-10-18,2115:AL:SCAN,13.1,16.5,15.1,26.0,39.5
2006-10-19,2115:AL:SCAN,10.0,12.5,13.6,26.2,14.1
2006-10-20,2115:AL:SCAN,8.3,11.0,13.5,26.0,8.5
2006-10-21,2115:AL:SCAN,7.1,9.4,12.6,25.9,7.1
2006-10-22,2115:AL:SCAN,6.4,8.8,12.6,25.7,6.2
2006-10-23,2115:AL:SCAN,11.6,14.4,14.7,27.0,6.0
2006-10-24,2115:AL:SCAN,9.2,11.6,13.5,26.8,5.7
2006-10-25,2115:AL:SCAN,8.2,10.6,13.3,26.5,5.3
2006-10-26,2115:AL:SCAN,7.6,9.8,13.0,26.3,5.1
2006-10-27,2115:AL:SCAN,9.0,10.8,12.7,26.5,4.9
2006-10-28,2115:AL:SCAN,14.0,16.8,15.7,27.8,42.4
2006-10-29,2115:AL:SCAN,10.8,13.2,14.0,27.4,42.5
2006-10-30,2115:AL:SCAN,9.2,11.8,13.6,27.1,27.5
2006-10-31,2115:AL:SCAN,8.3,11.0,13.1,27.0,23.5
2006-11-01,2115:AL:SCAN,7.8,9.8,13.0,27.0,20.5
2006-11-02,2115:AL:SCAN,7.2,9.1,12.7,26.9,19.2
2006-11-03,2115:AL:SCAN,5.9,8.7,12.5,26.8,18.1
2006-11-04,2115:AL:SCAN,5.7,8.5,12.4,26.6,17.1
2006-11-05,2115:AL:SCAN,5.1,7.9,12.3,26.5,16.5
2006-11-06,2115:AL:SCAN,4.9,7.6,11.9,26.4,16.2
2006-11-07,2115:AL:SCAN,6.5,7.3,12.0,26.3,16.0
2006-11-08,2115:AL:SCAN,13.2,16.0,15.2,27.7,42.8
2006-11-09,2115:AL:SCAN,11.2,13.6,14.0,27.4,40.4
2006-11-10,2115:AL:SCAN,9.8,12.1,13.7,27.2,28.3
2006-11-11,2115:AL:SCAN,9.1,11.4,13.4,27.1,25.7
2006-11-12,2115:AL:SCAN,8.4,10.9,12.9,26.9,23.9
2006-11-13,2115:AL:SCAN,7.6,10.0,12.7,26.9,20.1
2006-11-14,2115:AL:SCAN,7.2,9.6,12.8,26.6,19.0
2006-11-15,2115:AL:SCAN,19.5,21.5,13.9,26.4,18.1
2006-11-16,2115:AL:SCAN,29.6,30.2,24.1,35.4,42.9
2006-11-17,2115:AL:SCAN,22.7,27.6,24.7,35.9,43.0
2006-11-18,2115:AL:SCAN,19.7,25.4,24.1,36.3,43.1
2006-11-19,2115:AL:SCAN,17.4,23.3,23.9,36.3,43.2
2006-11-20,2115:AL:SCAN,15.1,20.3,21.2,36.5,43.2
2006-11-21,2115:AL:SCAN,13.1,16.9,19.0,36.6,43.3
2006-11-22,2115:AL:SCAN,11.4,14.6,17.0,36.7,43.4
2006-11-23,2115:AL:SCAN,10.5,13.2,15.6,31.0,43.5
2006-11-24,2115:AL:SCAN,9.6,12.3,14.5,29.6,43.5
2006-11-25,2115:AL:SCAN,8.9,11.6,13.8,29.1,43.5
2006-11-26,2115:AL:SCAN,8.4,11.1,13.5,28.1,43.6
2006-11-27,2115:AL:SCAN,7.9,10.3,13.2,27.7,43.6
2006-11-28,2115:AL:SCAN,7.1,9.9,13.0,27.5,43.6
2006-11-29,2115:AL:SCAN,6.8,9.4,12.8,27.3,43.6
2006-11-30,2115:AL:SCAN,6.7,9.3,12.6,27.3,43.6
2006-12-01,2115:AL:SCAN,7.2,9.7,12.6,27.2,43.6
2006-12-02,2115:AL:SCAN,7.0,9.5,12.4,27.1,43.6
2006-12-03,2115:AL:SCAN,6.7,9.1,12.3,26.9,41.1
2006-12-04,2115:AL:SCAN,5.9,8.6,12.4,26.8,28.4
2006-12-05,2115:AL:SCAN,5.1,8.3,12.2,26.4,24.9
2006-12-06,2115:AL:SCAN,5.1,8.1,11.9,26.2,20.1
2006-12-07,2115:AL:SCAN,4.5,7.5,11.8,26.3,18.5
2006-12-08,2115:AL:SCAN,4.3,7.5,11.9,26.1,17.0
2006-12-09,2115:AL:SCAN,4.3,7.1,11.7,25.7,15.9
2006-12-10,2115:AL:SCAN,4.3,6.9,11.8,25.3,15.5
2006-12-11,2115:AL:SCAN,4.1,7.0,11.5,25.3,15.0
2006-12-12,2115:AL:SCAN,4.2,6.7,11.5,25.4,14.9
2006-12-13,2115:AL:SCAN,10.1,9.1,11.4,25.4,15.0
2006-12-14,2115:AL:SCAN,9.0,10.4,11.3,25.5,14.9
2006-12-15,2115:AL:SCAN,8.4,10.0,11.6,25.4,14.6
2006-12-16,2115:AL:SCAN,7.8,9.6,11.7,25.4,14.6
2006-12-17,2115:AL:SCAN,6.9,9.3,11.6,25.3,14.4
2006-12-18,2115:AL:SCAN,6.3,8.8,11.7,25.2,14.0
2006-12-19,2115:AL:SCAN,6.0,8.2,11.7,25.4,14.0
2006-12-20,2115:AL:SCAN,5.5,8.2,11.7,25.1,13.3
2006-12-21,2115:AL:SCAN,5.1,7.5,11.6,24.9,13.4
2006-12-22,2115:AL:SCAN,12.3,14.0,11.5,25.0,13.3
2006-12-23,2115:AL:SCAN,12.8,16.2,15.5,27.2,15.3
2006-12-24,2115:AL:SCAN,10.8,13.8,14.6,27.1,24.9
2006-12-25,2115:AL:SCAN,17.2,21.0,17.2,26.8,24.3
2006-12-26,2115:AL:SCAN,12.2,15.3,14.9,27.7,42.9
2006-12-27,2115:AL:SCAN,10.9,13.6,14.3,27.2,43.0
2006-12-28,2115:AL:SCAN,9.7,12.3,13.7,27.0,43.0
2006-12-29,2115:AL:SCAN,9.4,11.7,13.6,26.9,41.5
2006-12-30,2115:AL:SCAN,8.8,11.1,13.2,27.0,29.2
2006-12-31,2115:AL:SCAN,8.8,10.9,13.3,26.7,26.5
2007-01-01,2115:AL:SCAN,13.8,16.6,15.8,28.1,33.3
2007-01-02,2115:AL:SCAN,11.8,14.1,14.7,27.7,43.0
2007-01-03,2115:AL:SCAN,10.8,12.8,14.1,27.3,43.1
2007-01-04,2115:AL:SCAN,10.3,12.2,13.7,27.0,43.1
2007-01-05,2115:AL:SCAN,9.8,11.8,13.3,27.1,42.4
2007-01-06,2115:AL:SCAN,14.5,17.6,17.2,35.8,42.4
2007-01-07,2115:AL:SCAN,12.6,15.2,16.2,36.0,42.3
2007-01-08,2115:AL:SCAN,27.8,29.2,22.0,34.9,42.4
2007-01-09,2115:AL:SCAN,22.9,26.7,22.3,35.2,42.4
2007-01-10,2115:AL:SCAN,19.1,23.6,22.2,35.3,42.4
2007-01-11,2115:AL:SCAN,16.3,20.6,21.9,35.5,42.3
2007-01-12,2115:AL:SCAN,14.1,17.4,18.8,35.7,42.3
2007-01-13,2115:AL:SCAN,12.7,15.4,17.3,35.9,42.3
2007-01-14,2115:AL:SCAN,11.9,14.1,16.0,32.2,42.3
2007-01-15,2115:AL:SCAN,11.1,13.2,14.9,30.3,42.3
2007-01-16,2115:AL:SCAN,10.3,12.4,14.1,29.7,42.2
2007-01-17,2115:AL:SCAN,12.4,14.2,14.0,28.4,42.2
2007-01-18,2115:AL:SCAN,11.2,13.2,13.8,27.8,42.1
2007-01-19,2115:AL:SCAN,10.8,12.6,13.5,27.5,42.1
2007-01-20,2115:AL:SCAN,10.1,12.1,13.2,27.1,42.1
2007-01-21,2115:AL:SCAN,9.4,11.0,13.2,27.1,42.1
2007-01-22,2115:AL:SCAN,18.8,21.9,17.2,26.9,42.1
2007-01-23,2115:AL:SCAN,13.7,16.2,16.0,31.3,42.2
2007-01-24,2115:AL:SCAN,12.5,14.7,15.4,30.3,42.2
2007-01-25,2115:AL:SCAN,11.6,13.9,14.6,29.3,42.2
2007-01-26,2115:AL:SCAN,10.8,12.8,14.2,28.8,42.2
2007-01-27,2115:AL:SCAN,9.9,12.0,13.7,28.0,42.2
2007-01-28,2115:AL:SCAN,11.1,12.4,13.5,27.5,42.2
2007-01-29,2115:AL:SCAN,11.1,12.9,13.4,27.3,42.2
2007-01-30,2115:AL:SCAN,9.9,12.0,13.3,27.0,42.2
2007-01-31,2115:AL:SCAN,9.4,11.2,13.0,26.9,42.2
2007-02-01,2115:AL:SCAN,8.5,10.6,12.9,26.8,42.3
2007-02-02,2115:AL:SCAN,15.0,18.1,16.1,28.0,42.2
2007-02-03,2115:AL:SCAN,13.1,15.6,15.1,27.9,42.3
2007-02-04,2115:AL:SCAN,11.9,14.2,14.2,27.7,42.3
2007-02-05,2115:AL:SCAN,11.2,13.4,14.1,27.4,42.3
2007-02-06,2115:AL:SCAN,10.4,12.2,13.7,27.1,42.3
2007-02-07,2115:AL:SCAN,9.5,11.6,13.5,27.0,42.3
2007-02-08,2115:AL:SCAN,8.9,11.1,13.3,27.0,42.3
2007-02-09,2115:AL:SCAN,7.9,10.2,13.2,26.9,42.3
2007-02-10,2115:AL:SCAN,8.0,10.3,12.8,26.9,42.3
2007-02-11,2115:AL:SCAN,8.2,9.9,12.7,26.5,42.0
2007-02-12,2115:AL:SCAN,7.4,9.6,12.6,26.5,37.5
2007-02-13,2115:AL:SCAN,6.7,9.3,12.7,26.6,35.8
2007-02-14,2115:AL:SCAN,15.5,18.8,16.8,27.7,34.8
2007-02-15,2115:AL:SCAN,12.8,15.4,15.2,27.6,41.9
2007-02-16,2115:AL:SCAN,11.5,13.9,14.5,27.1,41.9
2007-02-17,2115:AL:SCAN,10.6,12.7,14.1,27.0,40.5
2007-02-18,2115:AL:SCAN,9.9,12.0,13.7,26.9,35.5
2007-02-19,2115:AL:SCAN,8.8,11.3,13.5,26.9,33.7
2007-02-20,2115:AL:SCAN,8.3,10.6,13.2,26.8,30.7
2007-02-21,2115:AL:SCAN,7.8,10.2,13.1,26.8,26.8
2007-02-22,2115:AL:SCAN,14.1,17.2,15.8,27.0,24.7
2007-02-23,2115:AL:SCAN,12.2,14.8,15.2,27.2,23.2
2007-02-24,2115:AL:SCAN,11.1,13.1,14.4,27.2,23.5
2007-02-25,2115:AL:SCAN,10.0,11.9,13.9,27.0,23.8
2007-02-26,2115:AL:SCAN,12.5,15.4,14.6,27.2,23.5
2007-02-27,2115:AL:SCAN,11.4,13.7,14.1,27.3,23.0
2007-02-28,2115:AL:SCAN,10.0,12.1,14.0,27.2,22.6
2007-03-01,2115:AL:SCAN,8.9,11.2,13.6,27.1,22.0
2007-03-02,2115:AL:SCAN,28.5,29.2,21.9,36.1,41.2
2007-03-03,2115:AL:SCAN,20.7,24.9,21.7,36.5,41.2
2007-03-04,2115:AL:SCAN,17.2,22.2,21.2,36.6,41.3
2007-03-05,2115:AL:SCAN,14.0,17.4,18.4,36.7,41.3
2007-03-06,2115:AL:SCAN,12.2,14.7,16.3,31.9,41.3
2007-03-07,2115:AL:SCAN,10.9,13.2,14.9,29.6,41.3
2007-03-08,2115:AL:SCAN,9.7,12.0,14.1,28.4,41.3
2007-03-09,2115:AL:SCAN,8.6,11.0,13.9,27.9,41.3
2007-03-10,2115:AL:SCAN,7.4,10.2,13.5,27.4,41.3
2007-03-11,2115:AL:SCAN,6.2,9.3,13.2,27.3,41.4
2007-03-12,2115:AL:SCAN,5.4,8.5,13.1,27.2,41.4
2007-03-13,2115:AL:SCAN,4.9,8.2,12.9,27.2,41.2
2007-03-14,2115:AL:SCAN,3.8,7.3,12.6,27.1,39.2
2007-03-15,2115:AL:SCAN,3.3,6.9,12.5,27.1,36.2
2007-03-16,2115:AL:SCAN,14.6,18.2,13.7,26.9,34.7
2007-03-17,2115:AL:SCAN,12.0,14.9,14.2,27.1,29.3
2007-03-18,2115:AL:SCAN,10.0,12.9,13.7,26.9,25.0
2007-03-19,2115:AL:SCAN,8.8,11.4,13.3,26.9,23.0
2007-03-20,2115:AL:SCAN,7.1,10.1,13.1,26.8,21.6
2007-03-21,2115:AL:SCAN,6.1,9.1,12.9,27.0,20.8
2007-03-22,2115:AL:SCAN,5.1,8.0,12.9,26.9,20.5
2007-03-23,2115:AL:SCAN,3.5,7.7,12.3,26.9,20.2
2007-03-24,2115:AL:SCAN,3.3,6.7,12.2,26.9,20.0
2007-03-25,2115:AL:SCAN,2.8,5.8,11.9,26.8,19.7
2007-03-26,2115:AL:SCAN,2.3,4.8,11.6,26.5,19.5
2007-03-27,2115:AL:SCAN,2.2,4.1,11.3,26.2,19.6
2007-03-28,2115:AL:SCAN,1.3,3.8,10.8,25.9,19.5
2007-03-29,2115:AL:SCAN,1.5,3.7,10.7,25.6,19.3
2007-03-30,2115:AL:SCAN,1.1,3.5,10.2,25.4,18.7
2007-03-31,2115:AL:SCAN,1.5,3.4,9.9,25.3,18.6
2007-04-01,2115:AL:SCAN,1.6,3.2,9.8,24.7,18.3
2007-04-02,2115:AL:SCAN,1.3,3.4,9.7,24.9,17.9
2007-04-03,2115:AL:SCAN,14.7,19.3,15.9,27.9,40.2
2007-04-04,2115:AL:SCAN,11.3,14.1,14.6,27.3,27.6
2007-04-05,2115:AL:SCAN,11.2,14.5,15.1,27.8,26.5
2007-04-06,2115:AL:SCAN,9.1,11.8,14.0,27.3,24.4
2007-04-07,2115:AL:SCAN,7.5,10.3,13.5,27.3,22.7
2007-04-08,2115:AL:SCAN,6.4,9.3,13.1,27.0,21.2
2007-04-09,2115:AL:SCAN,5.6,8.5,12.8,26.8,20.4
2007-04-10,2115:AL:SCAN,5.0,7.8,12.4,26.7,19.9
2007-04-11,2115:AL:SCAN,4.2,7.3,12.2,26.8,19.7
2007-04-12,2115:AL:SCAN,14.6,18.8,16.5,28.6,40.9
2007-04-13,2115:AL:SCAN,10.4,13.2,14.7,27.8,29.7
2007-04-14,2115:AL:SCAN,8.5,11.1,13.9,27.7,25.2
2007-04-15,2115:AL:SCAN,16.8,20.4,17.5,29.4,40.9
2007-04-16,2115:AL:SCAN,11.6,14.5,15.0,27.8,33.7
2007-04-17,2115:AL:SCAN,9.8,12.5,14.1,27.8,29.8
2007-04-18,2115:AL:SCAN,8.0,10.5,13.8,27.4,27.1
2007-04-19,2115:AL:SCAN,6.9,9.5,13.3,27.5,25.4
2007-04-20,2115:AL:SCAN,6.0,8.5,12.8,27.4,23.2
2007-04-21,2115:AL:SCAN,4.9,7.4,12.5,27.4,22.0
2007-04-22,2115:AL:SCAN,4.1,6.6,12.4,27.4,21.6
2007-04-23,2115:AL:SCAN,3.5,6.2,11.9,27.3,21.2
2007-04-24,2115:AL:SCAN,2.8,5.5,11.7,27.0,20.4
2007-04-25,2115:AL:SCAN,1.9,4.8,11.2,26.9,20.4
2007-04-26,2115:AL:SCAN,2.1,4.7,10.8,26.5,19.9
2007-04-27,2115:AL:SCAN,2.3,4.6,10.5,26.3,19.9
2007-04-28,2115:AL:SCAN,1.8,4.1,10.5,26.1,19.5
2007-04-29,2115:AL:SCAN,1.4,4.1,10.2,25.5,19.4
2007-04-30,2115:AL:SCAN,1.2,4.1,9.8,25.5,18.9
2007-05-01,2115:AL:SCAN,1.3,3.7,9.3,25.5,18.7
2007-05-02,2115:AL:SCAN,1.3,3.5,8.8,25.3,18.4
2007-05-03,2115:AL:SCAN,0.7,3.6,8.6,25.0,18.1
2007-05-04,2115:AL:SCAN,0.6,3.2,8.5,24.9,17.6
2007-05-05,2115:AL:SCAN,1.1,3.7,8.1,24.6,17.7
2007-05-06,2115:AL:SCAN,0.5,3.0,8.0,24.5,17.4
2007-05-07,2115:AL:SCAN,1.0,3.3,8.0,24.0,16.7
2007-05-08,2115:AL:SCAN,1.0,3.1,7.8,24.0,16.9
2007-05-09,2115:AL:SCAN,0.4,3.1,7.8,24.0,16.7
2007-05-10,2115:AL:SCAN,0.8,3.2,7.8,24.0,16.2
2007-05-11,2115:AL:SCAN,1.7,2.9,7.6,23.7,15.5
2007-05-12,2115:AL:SCAN,1.0,2.8,7.6,23.9,15.8
2007-05-13,2115:AL:SCAN,1.7,3.1,7.5,23.5,15.2
2007-05-14,2115:AL:SCAN,1.5,2.9,7.3,23.7,15.1
2007-05-15,2115:AL:SCAN,1.7,3.0,7.4,23.4,14.4
2007-05-16,2115:AL:SCAN,1.5,2.6,7.4,23.4,14.5
2007-05-17,2115:AL:SCAN,1.6,2.8,7.4,23.0,14.5
2007-05-18,2115:AL:SCAN,1.6,2.9,7.2,23.0,13.8
2007-05-19,2115:AL:SCAN,1.4,2.4,7.3,22.9,13.7
2007-05-20,2115:AL:SCAN,1.2,2.8,7.5,22.7,13.3
2007-05-21,2115:AL:SCAN,0.9,2.6,7.3,22.6,13.5
2007-05-22,2115:AL:SCAN,1.1,3.0,7.3,22.5,13.0
2007-05-23,2115:AL:SCAN,1.1,2.8,7.0,22.3,13.1
2007-05-24,2115:AL:SCAN,8.4,4.6,7.0,22.3,13.3
2007-05-25,2115:AL:SCAN,5.7,5.6,7.1,22.4,13.0
2007-05-26,2115:AL:SCAN,4.7,4.7,7.4,22.4,12.7
2007-05-27,2115:AL:SCAN,4.1,4.6,7.3,22.3,12.9
2007-05-28,2115:AL:SCAN,3.4,4.1,7.4,22.1,12.7
2007-05-29,2115:AL:SCAN,3.5,4.0,7.6,22.1,12.4
2007-05-30,2115:AL:SCAN,2.8,4.0,7.3,22.3,12.2
2007-05-31,2115:AL:SCAN,2.6,3.7,7.4,22.1,11.9
2007-06-01,2115:AL:SCAN,2.6,3.4,7.5,22.4,11.8
2007-06-02,2115:AL:SCAN,1.8,3.4,7.4,22.1,11.9
2007-06-03,2115:AL:SCAN,1.4,2.7,7.3,22.1,12.2
2007-06-04,2115:AL:SCAN,1.7,3.0,7.1,22.0,11.9
2007-06-05,2115:AL:SCAN,1.6,2.8,7.5,21.9,11.5
2007-06-06,2115:AL:SCAN,1.4,2.5,7.3,21.9,11.7
2007-06-07,2115:AL:SCAN,1.7,2.8,7.3,,11.7
2007-06-08,2115:AL:SCAN,1.4,2.6,7.3,21.7,11.2
2007-06-09,2115:AL:SCAN,1.9,2.5,7.3,21.7,11.6
2007-06-10,2115:AL:SCAN,2.0,3.4,7.2,21.4,11.5
2007-06-11,2115:AL:SCAN,,,,,11.2
2007-06-12,2115:AL:SCAN,1.7,3.1,7.4,21.3,10.4
2007-06-13,2115:AL:SCAN,7.4,4.0,7.2,21.4,10.9
2007-06-14,2115:AL:SCAN,4.7,4.6,7.2,21.2,10.6
2007-06-15,2115:AL:SCAN,4.1,4.4,7.5,21.4,10.7
2007-06-16,2115:AL:SCAN,3.5,3.9,7.5,21.4,10.8
2007-06-17,2115:AL:SCAN,2.8,3.9,7.5,21.5,10.8
2007-06-18,2115:AL:SCAN,3.0,,7.5,21.3,10.6
2007-06-19,2115:AL:SCAN,2.2,3.4,7.5,21.1,10.9
2007-06-20,2115:AL:SCAN,10.7,10.6,,21.5,10.7
2007-06-21,2115:AL:SCAN,6.6,8.0,7.8,21.4,10.8
2007-06-22,2115:AL:SCAN,5.4,6.3,8.1,21.4,10.7
2007-06-23,2115:AL:SCAN,4.0,5.4,8.4,21.0,10.8
2007-06-24,2115:AL:SCAN,2.6,3.8,8.3,21.4,9.8
2007-06-25,2115:AL:SCAN,2.5,3.9,8.3,21.6,
2007-06-26,2115:AL:SCAN,2.0,4.1,8.1,21.5,10.2
2007-06-27,2115:AL:SCAN,2.0,3.5,8.1,21.2,10.3
2007-06-28,2115:AL:SCAN,1.8,2.9,7.8,21.0,10.3
2007-06-29,2115:AL:SCAN,8.0,3.2,7.5,20.8,10.5
2007-06-30,2115:AL:SCAN,4.8,4.8,7.7,20.8,10.2
2007-07-01,2115:AL:SCAN,4.0,3.9,7.7,20.9,10.4
2007-07-02,2115:AL:SCAN,13.2,15.1,7.7,20.7,9.5
2007-07-03,2115:AL:SCAN,19.2,19.3,12.8,20.7,9.8
2007-07-04,2115:AL:SCAN,10.6,13.0,14.1,26.5,10.0
2007-07-05,2115:AL:SCAN,7.3,10.1,13.5,26.1,10.0
2007-07-06,2115:AL:SCAN,5.7,8.6,12.9,26.1,10.2
2007-07-07,2115:AL:SCAN,14.5,18.5,16.5,28.8,40.8
2007-07-08,2115:AL:SCAN,12.1,15.0,14.6,27.2,37.1
2007-07-09,2115:AL:SCAN,12.4,15.4,14.8,27.9,40.9
2007-07-10,2115:AL:SCAN,13.2,16.9,15.6,29.3,40.9
2007-07-11,2115:AL:SCAN,12.1,14.9,14.3,28.0,40.9
2007-07-12,2115:AL:SCAN,13.3,16.1,14.9,28.0,40.9
2007-07-13,2115:AL:SCAN,9.0,12.1,13.9,28.1,40.9
2007-07-14,2115:AL:SCAN,7.1,9.7,13.4,27.9,34.5
2007-07-15,2115:AL:SCAN,5.4,8.5,12.9,27.8,30.2
2007-07-16,2115:AL:SCAN,4.7,7.2,12.5,27.7,25.1
2007-07-17,2115:AL:SCAN,3.6,5.8,12.1,27.4,22.8
2007-07-18,2115:AL:SCAN,2.9,4.7,11.7,26.9,21.0
2007-07-19,2115:AL:SCAN,2.2,4.0,11.1,26.3,20.4
2007-07-20,2115:AL:SCAN,2.1,3.9,10.6,25.9,19.7
2007-07-21,2115:AL:SCAN,1.8,4.0,10.1,25.5,18.7
2007-07-22,2115:AL:SCAN,1.8,3.5,9.3,25.1,17.6
2007-07-23,2115:AL:SCAN,2.2,3.7,8.9,24.3,15.5
2007-07-24,2115:AL:SCAN,1.7,3.5,8.3,23.6,14.7
2007-07-25,2115:AL:SCAN,1.3,3.7,7.9,23.3,14.5
2007-07-26,2115:AL:SCAN,1.2,3.5,8.0,23.0,13.7
2007-07-27,2115:AL:SCAN,1.4,3.3,7.5,22.6,12.5
2007-07-28,2115:AL:SCAN,12.1,6.7,7.5,22.2,11.9
2007-07-29,2115:AL:SCAN,6.5,6.8,7.7,21.9,11.6
2007-07-30,2115:AL:SCAN,4.5,5.8,8.0,21.9,11.8
2007-07-31,2115:AL:SCAN,3.1,4.9,7.9,21.8,11.3
2007-08-01,2115:AL:SCAN,2.3,4.0,7.6,21.6,10.3
2007-08-02,2115:AL:SCAN,1.8,3.7,7.5,21.0,9.6
2007-08-03,2115:AL:SCAN,1.6,3.3,7.4,20.2,8.6
2007-08-04,2115:AL:SCAN,1.6,3.5,7.1,20.2,8.6
2007-08-05,2115:AL:SCAN,1.7,3.4,7.0,19.8,7.5
2007-08-06,2115:AL:SCAN,1.2,3.5,6.8,20.1,7.5
2007-08-07,2115:AL:SCAN,0.9,2.1,7.0,19.6,7.3
2007-08-08,2115:AL:SCAN,1.2,2.8,6.6,19.5,7.3
2007-08-09,2115:AL:SCAN,1.1,3.5,6.7,19.3,6.4
2007-08-10,2115:AL:SCAN,0.9,3.8,6.9,19.0,6.5
2007-08-11,2115:AL:SCAN,1.0,3.1,6.8,19.1,6.1
2007-08-12,2115:AL:SCAN,1.1,3.0,6.6,18.9,6.0
2007-08-13,2115:AL:SCAN,0.7,3.0,6.5,18.6,6.1
2007-08-14,2115:AL:SCAN,1.5,3.3,6.2,18.6,5.2
2007-08-15,2115:AL:SCAN,1.2,2.8,6.4,18.6,6.2
2007-08-16,2115:AL:SCAN,0.9,3.0,6.1,18.7,5.5
2007-08-17,2115:AL:SCAN,0.7,2.8,6.3,18.4,5.7
2007-08-18,2115:AL:SCAN,15.5,14.8,6.4,18.1,6.2
2007-08-19,2115:AL:SCAN,9.4,12.0,12.7,18.2,5.7
2007-08-20,2115:AL:SCAN,6.8,9.2,11.7,18.2,6.2
2007-08-21,2115:AL:SCAN,5.1,7.6,10.9,18.4,6.4
2007-08-22,2115:AL:SCAN,4.1,6.3,9.7,18.8,6.2
2007-08-23,2115:AL:SCAN,3.4,4.8,9.1,18.5,5.5
2007-08-24,2115:AL:SCAN,2.4,3.9,8.1,18.9,5.4
2007-08-25,2115:AL:SCAN,2.0,,7.6,18.6,5.7
2007-08-26,2115:AL:SCAN,9.1,5.7,7.4,18.6,5.7
2007-08-27,2115:AL:SCAN,5.6,5.8,7.3,18.3,6.2
2007-08-28,2115:AL:SCAN,6.7,4.7,7.0,18.7,6.1
2007-08-29,2115:AL:SCAN,4.7,3.9,7.1,18.6,6.1
2007-08-30,2115:AL:SCAN,3.0,4.1,7.0,18.5,6.3
2007-08-31,2115:AL:SCAN,2.1,3.3,7.1,18.2,6.1
2007-09-01,2115:AL:SCAN,8.6,7.4,7.2,18.2,6.5
2007-09-02,2115:AL:SCAN,6.6,6.4,7.2,18.3,6.2
2007-09-03,2115:AL:SCAN,9.8,8.5,6.8,18.6,5.9
2007-09-04,2115:AL:SCAN,6.4,6.8,7.5,18.5,5.9
